ObjectId,Mode,LineAbbr,Month,Year,ServiceType,AvgBoardings,City,County
1,Fixed Route Bus - Express,11,August,2018,WKD,243.604099,Salt Lake City,Salt Lake
2,Fixed Route Bus - Express,451,July,2017,WKD,266.43762,"Salt Lake City, Tooele, Erda","Tooele, Salt Lake"
3,Fixed Route Bus - Express,454,April,2017,WKD,31.138919,"Grantsville, Salt Lake City","Tooele, Salt Lake"
4,Fixed Route Bus - Express,451,August,2021,WKD,113.415439,"Salt Lake City, Tooele, Erda","Tooele, Salt Lake"
5,Fixed Route Bus - Express,472,November,2021,WKD,68.6,"S Ogden, Riverdale, SLC, Woods Cross, Roy, S Weber, Farmington, Clearfield, N SL, Uintah, Centerville, Layton, Fruit Heights, Sunset, Bountiful, Kaysville, Ogden","Weber, Davis, Salt Lake"
6,Fixed Route Bus - Express,456,April,2020,WKD,0.409091,"Farmington, West Bountiful, Kaysville, South Ogden, Riverdale, Clearfield, Sunset, Ogden, North Salt Lake, Woods Cross, Layton, Salt Lake City, Centerville, Roy","Weber, Davis, Salt Lake"
7,Fixed Route Bus - Express,313,January,2017,WKD,75.363216,"Midvale, Millcreek, Cottonwood Heights, Sandy, Salt Lake City, Holladay, Murray",Salt Lake
8,Fixed Route Bus - Express,451,August,2017,WKD,294.67619,"Salt Lake City, Tooele, Erda","Tooele, Salt Lake"
9,Fixed Route Bus - Express,454,May,2017,WKD,34.069048,"Grantsville, Salt Lake City","Tooele, Salt Lake"
10,Fixed Route Bus - Express,454,June,2017,WKD,36.16792,"Grantsville, Salt Lake City","Tooele, Salt Lake"
11,Fixed Route Bus - Express,451,September,2017,WKD,303.795351,"Salt Lake City, Tooele, Erda","Tooele, Salt Lake"
12,Fixed Route Bus - Express,313,February,2017,WKD,71.506874,"Midvale, Millcreek, Cottonwood Heights, Sandy, Salt Lake City, Holladay, Murray",Salt Lake
13,Fixed Route Bus - Express,451,September,2021,WKD,123.514603,"Salt Lake City, Tooele, Erda","Tooele, Salt Lake"
14,Fixed Route Bus - Express,451,October,2017,WKD,289.15014,"Salt Lake City, Tooele, Erda","Tooele, Salt Lake"
15,Fixed Route Bus - Express,472,December,2021,WKD,58.273214,"S Ogden, Riverdale, SLC, Woods Cross, Roy, S Weber, Farmington, Clearfield, N SL, Uintah, Centerville, Layton, Fruit Heights, Sunset, Bountiful, Kaysville, Ogden","Weber, Davis, Salt Lake"
16,Fixed Route Bus - Express,460,August,2018,WKD,40.054865,"North Salt Lake, Woods Cross, Salt Lake City","Davis, Salt Lake"
17,Fixed Route Bus - Express,454,July,2017,WKD,36.235294,"Grantsville, Salt Lake City","Tooele, Salt Lake"
18,Fixed Route Bus - Express,313,March,2017,WKD,72.21132,"Midvale, Millcreek, Cottonwood Heights, Sandy, Salt Lake City, Holladay, Murray",Salt Lake
19,Fixed Route Bus - Express,451,November,2017,WKD,302.039851,"Salt Lake City, Tooele, Erda","Tooele, Salt Lake"
20,Fixed Route Bus - Express,472,January,2017,WKD,403.718045,"S Ogden, Riverdale, SLC, Woods Cross, Roy, S Weber, Farmington, Clearfield, N SL, Uintah, Centerville, Layton, Fruit Heights, Sunset, Bountiful, Kaysville, Ogden","Weber, Davis, Salt Lake"
21,Fixed Route Bus - Express,472,January,2022,WKD,54.166013,"S Ogden, Riverdale, SLC, Woods Cross, Roy, S Weber, Farmington, Clearfield, N SL, Uintah, Centerville, Layton, Fruit Heights, Sunset, Bountiful, Kaysville, Ogden","Weber, Davis, Salt Lake"
22,Fixed Route Bus - Express,451,October,2021,WKD,117.468296,"Salt Lake City, Tooele, Erda","Tooele, Salt Lake"
23,Fixed Route Bus - Express,454,August,2017,WKD,35.794737,"Grantsville, Salt Lake City","Tooele, Salt Lake"
24,Fixed Route Bus - Express,472,February,2022,WKD,70.036292,"S Ogden, Riverdale, SLC, Woods Cross, Roy, S Weber, Farmington, Clearfield, N SL, Uintah, Centerville, Layton, Fruit Heights, Sunset, Bountiful, Kaysville, Ogden","Weber, Davis, Salt Lake"
25,Fixed Route Bus - Express,313,April,2017,WKD,62.451759,"Midvale, Millcreek, Cottonwood Heights, Sandy, Salt Lake City, Holladay, Murray",Salt Lake
26,Fixed Route Bus - Express,472,February,2017,WKD,414.501032,"S Ogden, Riverdale, SLC, Woods Cross, Roy, S Weber, Farmington, Clearfield, N SL, Uintah, Centerville, Layton, Fruit Heights, Sunset, Bountiful, Kaysville, Ogden","Weber, Davis, Salt Lake"
27,Fixed Route Bus - Express,451,December,2017,WKD,274.099242,"Salt Lake City, Tooele, Erda","Tooele, Salt Lake"
28,Fixed Route Bus - Express,451,November,2021,WKD,117.376205,"Salt Lake City, Tooele, Erda","Tooele, Salt Lake"
29,Fixed Route Bus - Express,472,March,2017,WKD,404.898419,"S Ogden, Riverdale, SLC, Woods Cross, Roy, S Weber, Farmington, Clearfield, N SL, Uintah, Centerville, Layton, Fruit Heights, Sunset, Bountiful, Kaysville, Ogden","Weber, Davis, Salt Lake"
30,Fixed Route Bus - Express,313,May,2017,WKD,58.801732,"Midvale, Millcreek, Cottonwood Heights, Sandy, Salt Lake City, Holladay, Murray",Salt Lake
31,Fixed Route Bus - Express,454,September,2017,WKD,33.642857,"Grantsville, Salt Lake City","Tooele, Salt Lake"
32,Fixed Route Bus - Express,451,January,2018,WKD,298.277778,"Salt Lake City, Tooele, Erda","Tooele, Salt Lake"
33,Fixed Route Bus - Express,472,March,2022,WKD,88.826482,"S Ogden, Riverdale, SLC, Woods Cross, Roy, S Weber, Farmington, Clearfield, N SL, Uintah, Centerville, Layton, Fruit Heights, Sunset, Bountiful, Kaysville, Ogden","Weber, Davis, Salt Lake"
34,Fixed Route Bus - Express,313,June,2017,WKD,52.913089,"Midvale, Millcreek, Cottonwood Heights, Sandy, Salt Lake City, Holladay, Murray",Salt Lake
35,Fixed Route Bus - Express,472,April,2022,WKD,102.484127,"S Ogden, Riverdale, SLC, Woods Cross, Roy, S Weber, Farmington, Clearfield, N SL, Uintah, Centerville, Layton, Fruit Heights, Sunset, Bountiful, Kaysville, Ogden","Weber, Davis, Salt Lake"
36,Fixed Route Bus - Express,454,October,2017,WKD,30.185714,"Grantsville, Salt Lake City","Tooele, Salt Lake"
37,Fixed Route Bus - Express,313,July,2017,WKD,52.367414,"Midvale, Millcreek, Cottonwood Heights, Sandy, Salt Lake City, Holladay, Murray",Salt Lake
38,Fixed Route Bus - Express,472,May,2022,WKD,108.754605,"S Ogden, Riverdale, SLC, Woods Cross, Roy, S Weber, Farmington, Clearfield, N SL, Uintah, Centerville, Layton, Fruit Heights, Sunset, Bountiful, Kaysville, Ogden","Weber, Davis, Salt Lake"
39,Fixed Route Bus - Express,451,February,2018,WKD,304.476223,"Salt Lake City, Tooele, Erda","Tooele, Salt Lake"
40,Fixed Route Bus - Express,451,December,2021,WKD,90.460067,"Salt Lake City, Tooele, Erda","Tooele, Salt Lake"
41,Fixed Route Bus - Express,472,April,2017,WKD,402.16759,"S Ogden, Riverdale, SLC, Woods Cross, Roy, S Weber, Farmington, Clearfield, N SL, Uintah, Centerville, Layton, Fruit Heights, Sunset, Bountiful, Kaysville, Ogden","Weber, Davis, Salt Lake"
42,Fixed Route Bus - Express,472,May,2017,WKD,389.061239,"S Ogden, Riverdale, SLC, Woods Cross, Roy, S Weber, Farmington, Clearfield, N SL, Uintah, Centerville, Layton, Fruit Heights, Sunset, Bountiful, Kaysville, Ogden","Weber, Davis, Salt Lake"
43,Fixed Route Bus - Express,472,June,2017,WKD,385.93728,"S Ogden, Riverdale, SLC, Woods Cross, Roy, S Weber, Farmington, Clearfield, N SL, Uintah, Centerville, Layton, Fruit Heights, Sunset, Bountiful, Kaysville, Ogden","Weber, Davis, Salt Lake"
44,Fixed Route Bus - Express,472,July,2017,WKD,355.391284,"S Ogden, Riverdale, SLC, Woods Cross, Roy, S Weber, Farmington, Clearfield, N SL, Uintah, Centerville, Layton, Fruit Heights, Sunset, Bountiful, Kaysville, Ogden","Weber, Davis, Salt Lake"
45,Fixed Route Bus - Express,472,August,2017,WKD,385.97235,"S Ogden, Riverdale, SLC, Woods Cross, Roy, S Weber, Farmington, Clearfield, N SL, Uintah, Centerville, Layton, Fruit Heights, Sunset, Bountiful, Kaysville, Ogden","Weber, Davis, Salt Lake"
46,Fixed Route Bus - Express,472,September,2017,WKD,393.417251,"S Ogden, Riverdale, SLC, Woods Cross, Roy, S Weber, Farmington, Clearfield, N SL, Uintah, Centerville, Layton, Fruit Heights, Sunset, Bountiful, Kaysville, Ogden","Weber, Davis, Salt Lake"
47,Fixed Route Bus - Express,472,October,2017,WKD,380.625537,"S Ogden, Riverdale, SLC, Woods Cross, Roy, S Weber, Farmington, Clearfield, N SL, Uintah, Centerville, Layton, Fruit Heights, Sunset, Bountiful, Kaysville, Ogden","Weber, Davis, Salt Lake"
48,Fixed Route Bus - Express,472,November,2017,WKD,387.443206,"S Ogden, Riverdale, SLC, Woods Cross, Roy, S Weber, Farmington, Clearfield, N SL, Uintah, Centerville, Layton, Fruit Heights, Sunset, Bountiful, Kaysville, Ogden","Weber, Davis, Salt Lake"
49,Fixed Route Bus - Express,472,December,2017,WKD,345.528947,"S Ogden, Riverdale, SLC, Woods Cross, Roy, S Weber, Farmington, Clearfield, N SL, Uintah, Centerville, Layton, Fruit Heights, Sunset, Bountiful, Kaysville, Ogden","Weber, Davis, Salt Lake"
50,Fixed Route Bus - Express,472,January,2018,WKD,404.946719,"S Ogden, Riverdale, SLC, Woods Cross, Roy, S Weber, Farmington, Clearfield, N SL, Uintah, Centerville, Layton, Fruit Heights, Sunset, Bountiful, Kaysville, Ogden","Weber, Davis, Salt Lake"
51,Fixed Route Bus - Express,472,February,2018,WKD,415.083094,"S Ogden, Riverdale, SLC, Woods Cross, Roy, S Weber, Farmington, Clearfield, N SL, Uintah, Centerville, Layton, Fruit Heights, Sunset, Bountiful, Kaysville, Ogden","Weber, Davis, Salt Lake"
52,Fixed Route Bus - Express,472,March,2018,WKD,407.431221,"S Ogden, Riverdale, SLC, Woods Cross, Roy, S Weber, Farmington, Clearfield, N SL, Uintah, Centerville, Layton, Fruit Heights, Sunset, Bountiful, Kaysville, Ogden","Weber, Davis, Salt Lake"
53,Fixed Route Bus - Express,472,April,2018,WKD,405.462974,"S Ogden, Riverdale, SLC, Woods Cross, Roy, S Weber, Farmington, Clearfield, N SL, Uintah, Centerville, Layton, Fruit Heights, Sunset, Bountiful, Kaysville, Ogden","Weber, Davis, Salt Lake"
54,Fixed Route Bus - Express,472,May,2018,WKD,385.627092,"S Ogden, Riverdale, SLC, Woods Cross, Roy, S Weber, Farmington, Clearfield, N SL, Uintah, Centerville, Layton, Fruit Heights, Sunset, Bountiful, Kaysville, Ogden","Weber, Davis, Salt Lake"
55,Fixed Route Bus - Express,472,June,2018,WKD,370.34714,"S Ogden, Riverdale, SLC, Woods Cross, Roy, S Weber, Farmington, Clearfield, N SL, Uintah, Centerville, Layton, Fruit Heights, Sunset, Bountiful, Kaysville, Ogden","Weber, Davis, Salt Lake"
56,Fixed Route Bus - Express,472,July,2018,WKD,350.95,"S Ogden, Riverdale, SLC, Woods Cross, Roy, S Weber, Farmington, Clearfield, N SL, Uintah, Centerville, Layton, Fruit Heights, Sunset, Bountiful, Kaysville, Ogden","Weber, Davis, Salt Lake"
57,Fixed Route Bus - Express,472,September,2018,WKD,398.25129,"S Ogden, Riverdale, SLC, Woods Cross, Roy, S Weber, Farmington, Clearfield, N SL, Uintah, Centerville, Layton, Fruit Heights, Sunset, Bountiful, Kaysville, Ogden","Weber, Davis, Salt Lake"
58,Fixed Route Bus - Express,472,October,2018,WKD,393.596838,"S Ogden, Riverdale, SLC, Woods Cross, Roy, S Weber, Farmington, Clearfield, N SL, Uintah, Centerville, Layton, Fruit Heights, Sunset, Bountiful, Kaysville, Ogden","Weber, Davis, Salt Lake"
59,Fixed Route Bus - Express,472,November,2018,WKD,391.219046,"S Ogden, Riverdale, SLC, Woods Cross, Roy, S Weber, Farmington, Clearfield, N SL, Uintah, Centerville, Layton, Fruit Heights, Sunset, Bountiful, Kaysville, Ogden","Weber, Davis, Salt Lake"
60,Fixed Route Bus - Express,472,December,2018,WKD,346.035736,"S Ogden, Riverdale, SLC, Woods Cross, Roy, S Weber, Farmington, Clearfield, N SL, Uintah, Centerville, Layton, Fruit Heights, Sunset, Bountiful, Kaysville, Ogden","Weber, Davis, Salt Lake"
61,Fixed Route Bus - Express,472,January,2019,WKD,382.130755,"S Ogden, Riverdale, SLC, Woods Cross, Roy, S Weber, Farmington, Clearfield, N SL, Uintah, Centerville, Layton, Fruit Heights, Sunset, Bountiful, Kaysville, Ogden","Weber, Davis, Salt Lake"
62,Fixed Route Bus - Express,472,February,2019,WKD,409.783002,"S Ogden, Riverdale, SLC, Woods Cross, Roy, S Weber, Farmington, Clearfield, N SL, Uintah, Centerville, Layton, Fruit Heights, Sunset, Bountiful, Kaysville, Ogden","Weber, Davis, Salt Lake"
63,Fixed Route Bus - Express,472,March,2019,WKD,384.335442,"S Ogden, Riverdale, SLC, Woods Cross, Roy, S Weber, Farmington, Clearfield, N SL, Uintah, Centerville, Layton, Fruit Heights, Sunset, Bountiful, Kaysville, Ogden","Weber, Davis, Salt Lake"
64,Fixed Route Bus - Express,472,April,2019,WKD,369.766018,"S Ogden, Riverdale, SLC, Woods Cross, Roy, S Weber, Farmington, Clearfield, N SL, Uintah, Centerville, Layton, Fruit Heights, Sunset, Bountiful, Kaysville, Ogden","Weber, Davis, Salt Lake"
65,Fixed Route Bus - Express,472,May,2019,WKD,358.636519,"S Ogden, Riverdale, SLC, Woods Cross, Roy, S Weber, Farmington, Clearfield, N SL, Uintah, Centerville, Layton, Fruit Heights, Sunset, Bountiful, Kaysville, Ogden","Weber, Davis, Salt Lake"
66,Fixed Route Bus - Express,472,June,2019,WKD,348.836661,"S Ogden, Riverdale, SLC, Woods Cross, Roy, S Weber, Farmington, Clearfield, N SL, Uintah, Centerville, Layton, Fruit Heights, Sunset, Bountiful, Kaysville, Ogden","Weber, Davis, Salt Lake"
67,Fixed Route Bus - Express,472,July,2019,WKD,331.341331,"S Ogden, Riverdale, SLC, Woods Cross, Roy, S Weber, Farmington, Clearfield, N SL, Uintah, Centerville, Layton, Fruit Heights, Sunset, Bountiful, Kaysville, Ogden","Weber, Davis, Salt Lake"
68,Fixed Route Bus - Express,472,August,2019,WKD,351.4977,"S Ogden, Riverdale, SLC, Woods Cross, Roy, S Weber, Farmington, Clearfield, N SL, Uintah, Centerville, Layton, Fruit Heights, Sunset, Bountiful, Kaysville, Ogden","Weber, Davis, Salt Lake"
69,Fixed Route Bus - Express,472,September,2019,WKD,357.428947,"S Ogden, Riverdale, SLC, Woods Cross, Roy, S Weber, Farmington, Clearfield, N SL, Uintah, Centerville, Layton, Fruit Heights, Sunset, Bountiful, Kaysville, Ogden","Weber, Davis, Salt Lake"
70,Fixed Route Bus - Express,472,October,2019,WKD,372.492754,"S Ogden, Riverdale, SLC, Woods Cross, Roy, S Weber, Farmington, Clearfield, N SL, Uintah, Centerville, Layton, Fruit Heights, Sunset, Bountiful, Kaysville, Ogden","Weber, Davis, Salt Lake"
71,Fixed Route Bus - Express,472,November,2019,WKD,357.677299,"S Ogden, Riverdale, SLC, Woods Cross, Roy, S Weber, Farmington, Clearfield, N SL, Uintah, Centerville, Layton, Fruit Heights, Sunset, Bountiful, Kaysville, Ogden","Weber, Davis, Salt Lake"
72,Fixed Route Bus - Express,472,December,2019,WKD,308.426942,"S Ogden, Riverdale, SLC, Woods Cross, Roy, S Weber, Farmington, Clearfield, N SL, Uintah, Centerville, Layton, Fruit Heights, Sunset, Bountiful, Kaysville, Ogden","Weber, Davis, Salt Lake"
73,Fixed Route Bus - Express,472,June,2022,WKD,124.5,"S Ogden, Riverdale, SLC, Woods Cross, Roy, S Weber, Farmington, Clearfield, N SL, Uintah, Centerville, Layton, Fruit Heights, Sunset, Bountiful, Kaysville, Ogden","Weber, Davis, Salt Lake"
74,Fixed Route Bus - Express,451,January,2022,WKD,93.894152,"Salt Lake City, Tooele, Erda","Tooele, Salt Lake"
75,Fixed Route Bus - Express,451,March,2018,WKD,280.334453,"Salt Lake City, Tooele, Erda","Tooele, Salt Lake"
76,Fixed Route Bus - Express,454,November,2017,WKD,29.333333,"Grantsville, Salt Lake City","Tooele, Salt Lake"
77,Fixed Route Bus - Express,313,August,2017,WKD,52.297304,"Midvale, Millcreek, Cottonwood Heights, Sandy, Salt Lake City, Holladay, Murray",Salt Lake
78,Fixed Route Bus - Express,472,January,2020,WKD,387.306288,"S Ogden, Riverdale, SLC, Woods Cross, Roy, S Weber, Farmington, Clearfield, N SL, Uintah, Centerville, Layton, Fruit Heights, Sunset, Bountiful, Kaysville, Ogden","Weber, Davis, Salt Lake"
79,Fixed Route Bus - Express,472,February,2020,SAT,0,"S Ogden, Riverdale, SLC, Woods Cross, Roy, S Weber, Farmington, Clearfield, N SL, Uintah, Centerville, Layton, Fruit Heights, Sunset, Bountiful, Kaysville, Ogden","Weber, Davis, Salt Lake"
80,Fixed Route Bus - Express,472,February,2020,SUN,0,"S Ogden, Riverdale, SLC, Woods Cross, Roy, S Weber, Farmington, Clearfield, N SL, Uintah, Centerville, Layton, Fruit Heights, Sunset, Bountiful, Kaysville, Ogden","Weber, Davis, Salt Lake"
81,Fixed Route Bus - Express,472,February,2020,WKD,379.415582,"S Ogden, Riverdale, SLC, Woods Cross, Roy, S Weber, Farmington, Clearfield, N SL, Uintah, Centerville, Layton, Fruit Heights, Sunset, Bountiful, Kaysville, Ogden","Weber, Davis, Salt Lake"
82,Fixed Route Bus - Express,472,March,2020,WKD,179.798129,"S Ogden, Riverdale, SLC, Woods Cross, Roy, S Weber, Farmington, Clearfield, N SL, Uintah, Centerville, Layton, Fruit Heights, Sunset, Bountiful, Kaysville, Ogden","Weber, Davis, Salt Lake"
83,Fixed Route Bus - Express,472,April,2020,WKD,13.006301,"S Ogden, Riverdale, SLC, Woods Cross, Roy, S Weber, Farmington, Clearfield, N SL, Uintah, Centerville, Layton, Fruit Heights, Sunset, Bountiful, Kaysville, Ogden","Weber, Davis, Salt Lake"
84,Fixed Route Bus - Express,472,May,2020,WKD,24.616071,"S Ogden, Riverdale, SLC, Woods Cross, Roy, S Weber, Farmington, Clearfield, N SL, Uintah, Centerville, Layton, Fruit Heights, Sunset, Bountiful, Kaysville, Ogden","Weber, Davis, Salt Lake"
85,Fixed Route Bus - Express,472,June,2020,WKD,32.92802,"S Ogden, Riverdale, SLC, Woods Cross, Roy, S Weber, Farmington, Clearfield, N SL, Uintah, Centerville, Layton, Fruit Heights, Sunset, Bountiful, Kaysville, Ogden","Weber, Davis, Salt Lake"
86,Fixed Route Bus - Express,472,July,2020,WKD,31.843608,"S Ogden, Riverdale, SLC, Woods Cross, Roy, S Weber, Farmington, Clearfield, N SL, Uintah, Centerville, Layton, Fruit Heights, Sunset, Bountiful, Kaysville, Ogden","Weber, Davis, Salt Lake"
87,Fixed Route Bus - Express,472,August,2020,WKD,22.591313,"S Ogden, Riverdale, SLC, Woods Cross, Roy, S Weber, Farmington, Clearfield, N SL, Uintah, Centerville, Layton, Fruit Heights, Sunset, Bountiful, Kaysville, Ogden","Weber, Davis, Salt Lake"
88,Fixed Route Bus - Express,472,August,2021,WKD,46.088068,"S Ogden, Riverdale, SLC, Woods Cross, Roy, S Weber, Farmington, Clearfield, N SL, Uintah, Centerville, Layton, Fruit Heights, Sunset, Bountiful, Kaysville, Ogden","Weber, Davis, Salt Lake"
89,Fixed Route Bus - Express,472,September,2021,WKD,61.927778,"S Ogden, Riverdale, SLC, Woods Cross, Roy, S Weber, Farmington, Clearfield, N SL, Uintah, Centerville, Layton, Fruit Heights, Sunset, Bountiful, Kaysville, Ogden","Weber, Davis, Salt Lake"
90,Fixed Route Bus - Express,472,October,2021,WKD,64.97381,"S Ogden, Riverdale, SLC, Woods Cross, Roy, S Weber, Farmington, Clearfield, N SL, Uintah, Centerville, Layton, Fruit Heights, Sunset, Bountiful, Kaysville, Ogden","Weber, Davis, Salt Lake"
91,Fixed Route Bus - Express,451,April,2018,WKD,293.870258,"Salt Lake City, Tooele, Erda","Tooele, Salt Lake"
92,Fixed Route Bus - Express,313,September,2017,WKD,54.723352,"Midvale, Millcreek, Cottonwood Heights, Sandy, Salt Lake City, Holladay, Murray",Salt Lake
93,Fixed Route Bus - Express,451,May,2018,WKD,285.000103,"Salt Lake City, Tooele, Erda","Tooele, Salt Lake"
94,Fixed Route Bus - Express,451,June,2018,WKD,285.488952,"Salt Lake City, Tooele, Erda","Tooele, Salt Lake"
95,Fixed Route Bus - Express,454,December,2017,WKD,28.370909,"Grantsville, Salt Lake City","Tooele, Salt Lake"
96,Fixed Route Bus - Express,454,January,2018,WKD,37.733333,"Grantsville, Salt Lake City","Tooele, Salt Lake"
97,Fixed Route Bus - Express,454,February,2018,WKD,39.424837,"Grantsville, Salt Lake City","Tooele, Salt Lake"
98,Fixed Route Bus - Express,454,March,2018,WKD,37.552632,"Grantsville, Salt Lake City","Tooele, Salt Lake"
99,Fixed Route Bus - Express,454,April,2018,WKD,39.529478,"Grantsville, Salt Lake City","Tooele, Salt Lake"
100,Fixed Route Bus - Express,454,May,2018,WKD,36.222222,"Grantsville, Salt Lake City","Tooele, Salt Lake"
101,Fixed Route Bus - Express,454,June,2018,WKD,37.326389,"Grantsville, Salt Lake City","Tooele, Salt Lake"
102,Fixed Route Bus - Express,454,July,2018,WKD,38.961538,"Grantsville, Salt Lake City","Tooele, Salt Lake"
103,Fixed Route Bus - Express,454,August,2018,WKD,38.670175,"Grantsville, Salt Lake City","Tooele, Salt Lake"
104,Fixed Route Bus - Express,454,September,2018,WKD,39.033333,"Grantsville, Salt Lake City","Tooele, Salt Lake"
105,Fixed Route Bus - Express,454,October,2018,WKD,39.473214,"Grantsville, Salt Lake City","Tooele, Salt Lake"
106,Fixed Route Bus - Express,454,November,2018,WKD,37.722222,"Grantsville, Salt Lake City","Tooele, Salt Lake"
107,Fixed Route Bus - Express,454,December,2018,WKD,29.379085,"Grantsville, Salt Lake City","Tooele, Salt Lake"
108,Fixed Route Bus - Express,454,January,2019,WKD,35,"Grantsville, Salt Lake City","Tooele, Salt Lake"
109,Fixed Route Bus - Express,454,February,2019,WKD,39.333333,"Grantsville, Salt Lake City","Tooele, Salt Lake"
110,Fixed Route Bus - Express,454,March,2019,WKD,31.924837,"Grantsville, Salt Lake City","Tooele, Salt Lake"
111,Fixed Route Bus - Express,472,July,2022,WKD,93,"S Ogden, Riverdale, SLC, Woods Cross, Roy, S Weber, Farmington, Clearfield, N SL, Uintah, Centerville, Layton, Fruit Heights, Sunset, Bountiful, Kaysville, Ogden","Weber, Davis, Salt Lake"
112,Fixed Route Bus - Express,451,February,2022,WKD,113.678269,"Salt Lake City, Tooele, Erda","Tooele, Salt Lake"
113,Fixed Route Bus - Express,454,April,2019,WKD,33.805263,"Grantsville, Salt Lake City","Tooele, Salt Lake"
114,Fixed Route Bus - Express,454,May,2019,WKD,32.752632,"Grantsville, Salt Lake City","Tooele, Salt Lake"
115,Fixed Route Bus - Express,454,June,2019,WKD,32.842105,"Grantsville, Salt Lake City","Tooele, Salt Lake"
116,Fixed Route Bus - Express,454,July,2019,WKD,31.142857,"Grantsville, Salt Lake City","Tooele, Salt Lake"
117,Fixed Route Bus - Express,454,August,2019,WKD,84.339161,"Grantsville, Salt Lake City","Tooele, Salt Lake"
118,Fixed Route Bus - Express,454,September,2019,WKD,115.476316,"Grantsville, Salt Lake City","Tooele, Salt Lake"
119,Fixed Route Bus - Express,454,October,2019,WKD,122.393281,"Grantsville, Salt Lake City","Tooele, Salt Lake"
120,Fixed Route Bus - Express,454,November,2019,WKD,115.65788,"Grantsville, Salt Lake City","Tooele, Salt Lake"
121,Fixed Route Bus - Express,454,December,2019,WKD,136.530409,"Grantsville, Salt Lake City","Tooele, Salt Lake"
122,Fixed Route Bus - Express,454,January,2020,WKD,111.303475,"Grantsville, Salt Lake City","Tooele, Salt Lake"
123,Fixed Route Bus - Express,454,February,2020,SAT,0,"Grantsville, Salt Lake City","Tooele, Salt Lake"
124,Fixed Route Bus - Express,454,February,2020,SUN,0,"Grantsville, Salt Lake City","Tooele, Salt Lake"
125,Fixed Route Bus - Express,454,February,2020,WKD,109.261713,"Grantsville, Salt Lake City","Tooele, Salt Lake"
126,Fixed Route Bus - Express,454,March,2020,WKD,73.037223,"Grantsville, Salt Lake City","Tooele, Salt Lake"
127,Fixed Route Bus - Express,454,April,2020,WKD,19.492573,"Grantsville, Salt Lake City","Tooele, Salt Lake"
128,Fixed Route Bus - Express,454,May,2020,WKD,21.740523,"Grantsville, Salt Lake City","Tooele, Salt Lake"
129,Fixed Route Bus - Express,454,June,2020,WKD,22.603509,"Grantsville, Salt Lake City","Tooele, Salt Lake"
130,Fixed Route Bus - Express,454,July,2020,WKD,18.146895,"Grantsville, Salt Lake City","Tooele, Salt Lake"
131,Fixed Route Bus - Express,454,August,2020,WKD,17.331136,"Grantsville, Salt Lake City","Tooele, Salt Lake"
132,Fixed Route Bus - Express,454,September,2020,WKD,21.529906,"Grantsville, Salt Lake City","Tooele, Salt Lake"
133,Fixed Route Bus - Express,454,October,2020,WKD,17.181818,"Grantsville, Salt Lake City","Tooele, Salt Lake"
134,Fixed Route Bus - Express,454,November,2020,WKD,12.111551,"Grantsville, Salt Lake City","Tooele, Salt Lake"
135,Fixed Route Bus - Express,454,December,2020,WKD,10.530682,"Grantsville, Salt Lake City","Tooele, Salt Lake"
136,Fixed Route Bus - Express,454,January,2021,WKD,13.730769,"Grantsville, Salt Lake City","Tooele, Salt Lake"
137,Fixed Route Bus - Express,454,February,2021,WKD,13.218487,"Grantsville, Salt Lake City","Tooele, Salt Lake"
138,Fixed Route Bus - Express,454,March,2021,WKD,13.568627,"Grantsville, Salt Lake City","Tooele, Salt Lake"
139,Fixed Route Bus - Express,313,October,2017,WKD,54.671207,"Midvale, Millcreek, Cottonwood Heights, Sandy, Salt Lake City, Holladay, Murray",Salt Lake
140,Fixed Route Bus - Express,451,July,2018,WKD,281.427356,"Salt Lake City, Tooele, Erda","Tooele, Salt Lake"
141,Fixed Route Bus - Express,454,April,2021,WKD,14.696825,"Grantsville, Salt Lake City","Tooele, Salt Lake"
142,Fixed Route Bus - Express,313,November,2017,WKD,59.546339,"Midvale, Millcreek, Cottonwood Heights, Sandy, Salt Lake City, Holladay, Murray",Salt Lake
143,Fixed Route Bus - Express,454,May,2021,WKD,20.926144,"Grantsville, Salt Lake City","Tooele, Salt Lake"
144,Fixed Route Bus - Express,451,March,2022,WKD,133.779974,"Salt Lake City, Tooele, Erda","Tooele, Salt Lake"
145,Fixed Route Bus - Express,313,December,2017,WKD,48.002602,"Midvale, Millcreek, Cottonwood Heights, Sandy, Salt Lake City, Holladay, Murray",Salt Lake
146,Fixed Route Bus - Express,454,June,2021,WKD,25.885449,"Grantsville, Salt Lake City","Tooele, Salt Lake"
147,Fixed Route Bus - Express,451,April,2022,WKD,142.775828,"Salt Lake City, Tooele, Erda","Tooele, Salt Lake"
148,Fixed Route Bus - Express,313,January,2018,WKD,56.909218,"Midvale, Millcreek, Cottonwood Heights, Sandy, Salt Lake City, Holladay, Murray",Salt Lake
149,Fixed Route Bus - Express,472,August,2022,WKD,109.597794,"S Ogden, Riverdale, SLC, Woods Cross, Roy, S Weber, Farmington, Clearfield, N SL, Uintah, Centerville, Layton, Fruit Heights, Sunset, Bountiful, Kaysville, Ogden","Weber, Davis, Salt Lake"
150,Fixed Route Bus - Express,451,September,2018,WKD,306.093326,"Salt Lake City, Tooele, Erda","Tooele, Salt Lake"
