ObjectId,Mode,LineAbbr,Month,Year,ServiceType,AvgBoardings,City,County
2673,Fixed Route Bus - Regular,217,September,2020,WKD,2628.074649,"Salt Lake City, Taylorsville, West Jordan, West Valley City",Salt Lake
2674,Fixed Route Bus - Regular,217,October,2020,SAT,1765.15,"Salt Lake City, Taylorsville, West Jordan, West Valley City",Salt Lake
2675,Fixed Route Bus - Regular,217,October,2020,SUN,850.5,"Salt Lake City, Taylorsville, West Jordan, West Valley City",Salt Lake
2676,Fixed Route Bus - Regular,217,October,2020,WKD,2526.187002,"Salt Lake City, Taylorsville, West Jordan, West Valley City",Salt Lake
2677,Fixed Route Bus - Regular,217,November,2020,SAT,1633.4,"Salt Lake City, Taylorsville, West Jordan, West Valley City",Salt Lake
2678,Fixed Route Bus - Regular,217,November,2020,SUN,754.18,"Salt Lake City, Taylorsville, West Jordan, West Valley City",Salt Lake
2679,Fixed Route Bus - Regular,217,November,2020,WKD,2333.641637,"Salt Lake City, Taylorsville, West Jordan, West Valley City",Salt Lake
2680,Fixed Route Bus - Regular,217,December,2020,SAT,1578.256667,"Salt Lake City, Taylorsville, West Jordan, West Valley City",Salt Lake
2681,Fixed Route Bus - Regular,217,December,2020,SUN,774,"Salt Lake City, Taylorsville, West Jordan, West Valley City",Salt Lake
2682,Fixed Route Bus - Regular,217,December,2020,WKD,2210.558481,"Salt Lake City, Taylorsville, West Jordan, West Valley City",Salt Lake
2683,Fixed Route Bus - Regular,217,January,2021,SAT,1579.896667,"Salt Lake City, Taylorsville, West Jordan, West Valley City",Salt Lake
2684,Fixed Route Bus - Regular,217,January,2021,SUN,753.933333,"Salt Lake City, Taylorsville, West Jordan, West Valley City",Salt Lake
2685,Fixed Route Bus - Regular,217,January,2021,WKD,2243.399079,"Salt Lake City, Taylorsville, West Jordan, West Valley City",Salt Lake
2686,Fixed Route Bus - Regular,217,February,2021,SAT,1590.4,"Salt Lake City, Taylorsville, West Jordan, West Valley City",Salt Lake
2687,Fixed Route Bus - Regular,217,February,2021,SUN,775.75,"Salt Lake City, Taylorsville, West Jordan, West Valley City",Salt Lake
2688,Fixed Route Bus - Regular,217,February,2021,WKD,2342.835599,"Salt Lake City, Taylorsville, West Jordan, West Valley City",Salt Lake
2689,Fixed Route Bus - Regular,217,March,2021,SAT,1592.393333,"Salt Lake City, Taylorsville, West Jordan, West Valley City",Salt Lake
2690,Fixed Route Bus - Regular,217,March,2021,SUN,834.833333,"Salt Lake City, Taylorsville, West Jordan, West Valley City",Salt Lake
2691,Fixed Route Bus - Regular,217,March,2021,WKD,2452.692866,"Salt Lake City, Taylorsville, West Jordan, West Valley City",Salt Lake
2692,Fixed Route Bus - Regular,217,April,2021,SAT,1690.845,"Salt Lake City, Taylorsville, West Jordan, West Valley City",Salt Lake
2693,Fixed Route Bus - Regular,217,April,2021,SUN,907.3,"Salt Lake City, Taylorsville, West Jordan, West Valley City",Salt Lake
2694,Fixed Route Bus - Regular,217,April,2021,WKD,2438.456844,"Salt Lake City, Taylorsville, West Jordan, West Valley City",Salt Lake
2695,Fixed Route Bus - Regular,217,May,2021,SAT,1781.783333,"Salt Lake City, Taylorsville, West Jordan, West Valley City",Salt Lake
2696,Fixed Route Bus - Regular,217,May,2021,SUN,903.583333,"Salt Lake City, Taylorsville, West Jordan, West Valley City",Salt Lake
2697,Fixed Route Bus - Regular,217,May,2021,WKD,2589.651722,"Salt Lake City, Taylorsville, West Jordan, West Valley City",Salt Lake
2698,Fixed Route Bus - Regular,217,October,2021,SAT,2033.366667,"Salt Lake City, Taylorsville, West Jordan, West Valley City",Salt Lake
2699,Fixed Route Bus - Regular,217,October,2021,SUN,995.75,"Salt Lake City, Taylorsville, West Jordan, West Valley City",Salt Lake
2700,Fixed Route Bus - Regular,217,October,2021,WKD,2901.254881,"Salt Lake City, Taylorsville, West Jordan, West Valley City",Salt Lake
2701,Fixed Route Bus - Regular,220,March,2019,SAT,844.7,"Salt Lake City, Murray, Millcreek, Sandy, Cottonwood Heights, Holladay",Salt Lake
2702,Fixed Route Bus - Regular,217,November,2021,SAT,2024.666667,"Salt Lake City, Taylorsville, West Jordan, West Valley City",Salt Lake
2703,Fixed Route Bus - Regular,220,March,2019,SUN,309.833333,"Salt Lake City, Murray, Millcreek, Sandy, Cottonwood Heights, Holladay",Salt Lake
2704,Fixed Route Bus - Regular,217,November,2021,SUN,1038.083333,"Salt Lake City, Taylorsville, West Jordan, West Valley City",Salt Lake
2705,Fixed Route Bus - Regular,220,March,2019,WKD,2285.790195,"Salt Lake City, Murray, Millcreek, Sandy, Cottonwood Heights, Holladay",Salt Lake
2706,Fixed Route Bus - Regular,220,September,2017,SAT,989.633333,"Salt Lake City, Murray, Millcreek, Sandy, Cottonwood Heights, Holladay",Salt Lake
2707,Fixed Route Bus - Regular,217,November,2021,WKD,3002.640772,"Salt Lake City, Taylorsville, West Jordan, West Valley City",Salt Lake
2708,Fixed Route Bus - Regular,220,September,2017,SUN,359.583333,"Salt Lake City, Murray, Millcreek, Sandy, Cottonwood Heights, Holladay",Salt Lake
2709,Fixed Route Bus - Regular,217,December,2021,SAT,1766.553333,"Salt Lake City, Taylorsville, West Jordan, West Valley City",Salt Lake
2710,Fixed Route Bus - Regular,220,September,2017,WKD,2942.078055,"Salt Lake City, Murray, Millcreek, Sandy, Cottonwood Heights, Holladay",Salt Lake
2711,Fixed Route Bus - Regular,217,December,2021,SUN,838.714286,"Salt Lake City, Taylorsville, West Jordan, West Valley City",Salt Lake
2712,Fixed Route Bus - Regular,220,October,2017,SAT,985.333333,"Salt Lake City, Murray, Millcreek, Sandy, Cottonwood Heights, Holladay",Salt Lake
2713,Fixed Route Bus - Regular,217,December,2021,WKD,2615.653457,"Salt Lake City, Taylorsville, West Jordan, West Valley City",Salt Lake
2714,Fixed Route Bus - Regular,220,October,2017,SUN,336,"Salt Lake City, Murray, Millcreek, Sandy, Cottonwood Heights, Holladay",Salt Lake
2715,Fixed Route Bus - Regular,220,April,2019,SAT,879.416667,"Salt Lake City, Murray, Millcreek, Sandy, Cottonwood Heights, Holladay",Salt Lake
2716,Fixed Route Bus - Regular,217,January,2022,SAT,1778.65,"Salt Lake City, Taylorsville, West Jordan, West Valley City",Salt Lake
2717,Fixed Route Bus - Regular,220,October,2017,WKD,2603.880163,"Salt Lake City, Murray, Millcreek, Sandy, Cottonwood Heights, Holladay",Salt Lake
2718,Fixed Route Bus - Regular,220,April,2019,SUN,299.5,"Salt Lake City, Murray, Millcreek, Sandy, Cottonwood Heights, Holladay",Salt Lake
2719,Fixed Route Bus - Regular,217,January,2022,SUN,856.6,"Salt Lake City, Taylorsville, West Jordan, West Valley City",Salt Lake
2720,Fixed Route Bus - Regular,220,November,2017,SAT,995.55,"Salt Lake City, Murray, Millcreek, Sandy, Cottonwood Heights, Holladay",Salt Lake
2721,Fixed Route Bus - Regular,220,November,2017,WKD,2742.667472,"Salt Lake City, Murray, Millcreek, Sandy, Cottonwood Heights, Holladay",Salt Lake
2722,Fixed Route Bus - Regular,220,December,2017,SAT,779.702778,"Salt Lake City, Murray, Millcreek, Sandy, Cottonwood Heights, Holladay",Salt Lake
2723,Fixed Route Bus - Regular,220,December,2017,SUN,279.833333,"Salt Lake City, Murray, Millcreek, Sandy, Cottonwood Heights, Holladay",Salt Lake
2724,Fixed Route Bus - Regular,220,December,2017,WKD,2044.608667,"Salt Lake City, Murray, Millcreek, Sandy, Cottonwood Heights, Holladay",Salt Lake
2725,Fixed Route Bus - Regular,220,January,2018,SAT,790.666667,"Salt Lake City, Murray, Millcreek, Sandy, Cottonwood Heights, Holladay",Salt Lake
2726,Fixed Route Bus - Regular,220,January,2018,SUN,332.25,"Salt Lake City, Murray, Millcreek, Sandy, Cottonwood Heights, Holladay",Salt Lake
2727,Fixed Route Bus - Regular,220,January,2018,WKD,2475.775094,"Salt Lake City, Murray, Millcreek, Sandy, Cottonwood Heights, Holladay",Salt Lake
2728,Fixed Route Bus - Regular,220,February,2018,SAT,878.7,"Salt Lake City, Murray, Millcreek, Sandy, Cottonwood Heights, Holladay",Salt Lake
2729,Fixed Route Bus - Regular,220,February,2018,SUN,355.383333,"Salt Lake City, Murray, Millcreek, Sandy, Cottonwood Heights, Holladay",Salt Lake
2730,Fixed Route Bus - Regular,220,February,2018,WKD,2574.741421,"Salt Lake City, Murray, Millcreek, Sandy, Cottonwood Heights, Holladay",Salt Lake
2731,Fixed Route Bus - Regular,220,March,2018,SAT,908.9,"Salt Lake City, Murray, Millcreek, Sandy, Cottonwood Heights, Holladay",Salt Lake
2732,Fixed Route Bus - Regular,220,March,2018,SUN,294.75,"Salt Lake City, Murray, Millcreek, Sandy, Cottonwood Heights, Holladay",Salt Lake
2733,Fixed Route Bus - Regular,220,March,2018,WKD,2356.735354,"Salt Lake City, Murray, Millcreek, Sandy, Cottonwood Heights, Holladay",Salt Lake
2734,Fixed Route Bus - Regular,220,April,2018,SAT,990.796667,"Salt Lake City, Murray, Millcreek, Sandy, Cottonwood Heights, Holladay",Salt Lake
2735,Fixed Route Bus - Regular,220,April,2018,SUN,343.633333,"Salt Lake City, Murray, Millcreek, Sandy, Cottonwood Heights, Holladay",Salt Lake
2736,Fixed Route Bus - Regular,220,April,2018,WKD,2449.243073,"Salt Lake City, Murray, Millcreek, Sandy, Cottonwood Heights, Holladay",Salt Lake
2737,Fixed Route Bus - Regular,220,May,2018,SAT,869.166667,"Salt Lake City, Murray, Millcreek, Sandy, Cottonwood Heights, Holladay",Salt Lake
2738,Fixed Route Bus - Regular,220,May,2018,SUN,321.25,"Salt Lake City, Murray, Millcreek, Sandy, Cottonwood Heights, Holladay",Salt Lake
2739,Fixed Route Bus - Regular,220,May,2018,WKD,2153.763526,"Salt Lake City, Murray, Millcreek, Sandy, Cottonwood Heights, Holladay",Salt Lake
2740,Fixed Route Bus - Regular,220,June,2018,SAT,934.033333,"Salt Lake City, Murray, Millcreek, Sandy, Cottonwood Heights, Holladay",Salt Lake
2741,Fixed Route Bus - Regular,220,June,2018,SUN,335.416667,"Salt Lake City, Murray, Millcreek, Sandy, Cottonwood Heights, Holladay",Salt Lake
2742,Fixed Route Bus - Regular,220,June,2018,WKD,2117.640928,"Salt Lake City, Murray, Millcreek, Sandy, Cottonwood Heights, Holladay",Salt Lake
2743,Fixed Route Bus - Regular,220,July,2018,SAT,840.716667,"Salt Lake City, Murray, Millcreek, Sandy, Cottonwood Heights, Holladay",Salt Lake
2744,Fixed Route Bus - Regular,220,July,2018,SUN,313.233333,"Salt Lake City, Murray, Millcreek, Sandy, Cottonwood Heights, Holladay",Salt Lake
2745,Fixed Route Bus - Regular,220,July,2018,WKD,2031.98398,"Salt Lake City, Murray, Millcreek, Sandy, Cottonwood Heights, Holladay",Salt Lake
2746,Fixed Route Bus - Regular,220,August,2018,SAT,919.333333,"Salt Lake City, Murray, Millcreek, Sandy, Cottonwood Heights, Holladay",Salt Lake
2747,Fixed Route Bus - Regular,220,August,2018,SUN,331.25,"Salt Lake City, Murray, Millcreek, Sandy, Cottonwood Heights, Holladay",Salt Lake
2748,Fixed Route Bus - Regular,217,January,2022,WKD,2701.982073,"Salt Lake City, Taylorsville, West Jordan, West Valley City",Salt Lake
2749,Fixed Route Bus - Regular,217,February,2022,SAT,2466.65,"Salt Lake City, Taylorsville, West Jordan, West Valley City",Salt Lake
2750,Fixed Route Bus - Regular,217,February,2022,SUN,1336,"Salt Lake City, Taylorsville, West Jordan, West Valley City",Salt Lake
2751,Fixed Route Bus - Regular,217,February,2022,WKD,3512.735231,"Salt Lake City, Taylorsville, West Jordan, West Valley City",Salt Lake
2752,Fixed Route Bus - Regular,217,March,2022,SAT,2078.5,"Salt Lake City, Taylorsville, West Jordan, West Valley City",Salt Lake
2753,Fixed Route Bus - Regular,217,March,2022,SUN,945.083333,"Salt Lake City, Taylorsville, West Jordan, West Valley City",Salt Lake
2754,Fixed Route Bus - Regular,217,March,2022,WKD,3187.350256,"Salt Lake City, Taylorsville, West Jordan, West Valley City",Salt Lake
2755,Fixed Route Bus - Regular,217,April,2022,SAT,2070.486,"Salt Lake City, Taylorsville, West Jordan, West Valley City",Salt Lake
2756,Fixed Route Bus - Regular,217,April,2022,SUN,1079.356667,"Salt Lake City, Taylorsville, West Jordan, West Valley City",Salt Lake
2757,Fixed Route Bus - Regular,217,April,2022,WKD,3115.130379,"Salt Lake City, Taylorsville, West Jordan, West Valley City",Salt Lake
2758,Fixed Route Bus - Regular,217,May,2022,SAT,1934.4,"Salt Lake City, Taylorsville, West Jordan, West Valley City",Salt Lake
2759,Fixed Route Bus - Regular,217,May,2022,SUN,1056.4,"Salt Lake City, Taylorsville, West Jordan, West Valley City",Salt Lake
2760,Fixed Route Bus - Regular,217,May,2022,WKD,3294.72399,"Salt Lake City, Taylorsville, West Jordan, West Valley City",Salt Lake
2761,Fixed Route Bus - Regular,217,June,2022,SAT,2196.9,"Salt Lake City, Taylorsville, West Jordan, West Valley City",Salt Lake
2762,Fixed Route Bus - Regular,217,June,2022,SUN,1182.173333,"Salt Lake City, Taylorsville, West Jordan, West Valley City",Salt Lake
2763,Fixed Route Bus - Regular,217,June,2022,WKD,3239.209207,"Salt Lake City, Taylorsville, West Jordan, West Valley City",Salt Lake
2764,Fixed Route Bus - Regular,217,July,2022,SAT,2152.752381,"Salt Lake City, Taylorsville, West Jordan, West Valley City",Salt Lake
2765,Fixed Route Bus - Regular,217,July,2022,SUN,1100.566667,"Salt Lake City, Taylorsville, West Jordan, West Valley City",Salt Lake
2766,Fixed Route Bus - Regular,217,July,2022,WKD,3201.330095,"Salt Lake City, Taylorsville, West Jordan, West Valley City",Salt Lake
2767,Fixed Route Bus - Regular,217,August,2022,SAT,1915.2875,"Salt Lake City, Taylorsville, West Jordan, West Valley City",Salt Lake
2768,Fixed Route Bus - Regular,217,August,2022,SUN,1084.916667,"Salt Lake City, Taylorsville, West Jordan, West Valley City",Salt Lake
2769,Fixed Route Bus - Regular,217,August,2022,WKD,3032.163052,"Salt Lake City, Taylorsville, West Jordan, West Valley City",Salt Lake
2770,Fixed Route Bus - Regular,217,September,2022,SAT,2002.633333,"Salt Lake City, Taylorsville, West Jordan, West Valley City",Salt Lake
2771,Fixed Route Bus - Regular,217,September,2022,SUN,1084.25,"Salt Lake City, Taylorsville, West Jordan, West Valley City",Salt Lake
2772,Fixed Route Bus - Regular,217,September,2022,WKD,3219.944933,"Salt Lake City, Taylorsville, West Jordan, West Valley City",Salt Lake
2773,Fixed Route Bus - Regular,217,October,2022,SAT,1998.45,"Salt Lake City, Taylorsville, West Jordan, West Valley City",Salt Lake
2774,Fixed Route Bus - Regular,217,October,2022,SUN,1125.4,"Salt Lake City, Taylorsville, West Jordan, West Valley City",Salt Lake
2775,Fixed Route Bus - Regular,220,April,2019,WKD,2296.023678,"Salt Lake City, Murray, Millcreek, Sandy, Cottonwood Heights, Holladay",Salt Lake
2776,Fixed Route Bus - Regular,220,May,2019,SAT,812.966667,"Salt Lake City, Murray, Millcreek, Sandy, Cottonwood Heights, Holladay",Salt Lake
2777,Fixed Route Bus - Regular,220,May,2019,SUN,318.333333,"Salt Lake City, Murray, Millcreek, Sandy, Cottonwood Heights, Holladay",Salt Lake
2778,Fixed Route Bus - Regular,220,May,2019,WKD,1935.356931,"Salt Lake City, Murray, Millcreek, Sandy, Cottonwood Heights, Holladay",Salt Lake
2779,Fixed Route Bus - Regular,220,June,2019,SAT,814.833333,"Salt Lake City, Murray, Millcreek, Sandy, Cottonwood Heights, Holladay",Salt Lake
2780,Fixed Route Bus - Regular,220,June,2019,SUN,320.5,"Salt Lake City, Murray, Millcreek, Sandy, Cottonwood Heights, Holladay",Salt Lake
2781,Fixed Route Bus - Regular,220,June,2019,WKD,1858.089401,"Salt Lake City, Murray, Millcreek, Sandy, Cottonwood Heights, Holladay",Salt Lake
2782,Fixed Route Bus - Regular,220,July,2019,SAT,724.942857,"Salt Lake City, Murray, Millcreek, Sandy, Cottonwood Heights, Holladay",Salt Lake
2783,Fixed Route Bus - Regular,220,July,2019,SUN,325.25,"Salt Lake City, Murray, Millcreek, Sandy, Cottonwood Heights, Holladay",Salt Lake
2784,Fixed Route Bus - Regular,220,July,2019,WKD,1820.575676,"Salt Lake City, Murray, Millcreek, Sandy, Cottonwood Heights, Holladay",Salt Lake
2785,Fixed Route Bus - Regular,220,August,2019,SAT,739.563333,"Salt Lake City, Murray, Millcreek, Sandy, Cottonwood Heights, Holladay",Salt Lake
2786,Fixed Route Bus - Regular,220,August,2019,SUN,306.725,"Salt Lake City, Murray, Millcreek, Sandy, Cottonwood Heights, Holladay",Salt Lake
2787,Fixed Route Bus - Regular,220,August,2019,WKD,2110.662935,"Salt Lake City, Murray, Millcreek, Sandy, Cottonwood Heights, Holladay",Salt Lake
2788,Fixed Route Bus - Regular,220,September,2019,SAT,839.3,"Salt Lake City, Murray, Millcreek, Sandy, Cottonwood Heights, Holladay",Salt Lake
2789,Fixed Route Bus - Regular,220,September,2019,SUN,324.566667,"Salt Lake City, Murray, Millcreek, Sandy, Cottonwood Heights, Holladay",Salt Lake
2790,Fixed Route Bus - Regular,220,September,2019,WKD,2609.196954,"Salt Lake City, Murray, Millcreek, Sandy, Cottonwood Heights, Holladay",Salt Lake
2791,Fixed Route Bus - Regular,220,October,2019,SAT,802.083333,"Salt Lake City, Murray, Millcreek, Sandy, Cottonwood Heights, Holladay",Salt Lake
2792,Fixed Route Bus - Regular,220,October,2019,SUN,306.75,"Salt Lake City, Murray, Millcreek, Sandy, Cottonwood Heights, Holladay",Salt Lake
2793,Fixed Route Bus - Regular,220,October,2019,WKD,2408.001229,"Salt Lake City, Murray, Millcreek, Sandy, Cottonwood Heights, Holladay",Salt Lake
2794,Fixed Route Bus - Regular,220,November,2019,SAT,730.966667,"Salt Lake City, Murray, Millcreek, Sandy, Cottonwood Heights, Holladay",Salt Lake
2795,Fixed Route Bus - Regular,220,November,2019,SUN,333.333333,"Salt Lake City, Murray, Millcreek, Sandy, Cottonwood Heights, Holladay",Salt Lake
2796,Fixed Route Bus - Regular,220,November,2019,WKD,2502.477271,"Salt Lake City, Murray, Millcreek, Sandy, Cottonwood Heights, Holladay",Salt Lake
2797,Fixed Route Bus - Regular,220,December,2019,SAT,716.333333,"Salt Lake City, Murray, Millcreek, Sandy, Cottonwood Heights, Holladay",Salt Lake
2798,Fixed Route Bus - Regular,220,December,2019,SUN,256,"Salt Lake City, Murray, Millcreek, Sandy, Cottonwood Heights, Holladay",Salt Lake
2799,Fixed Route Bus - Regular,220,December,2019,WKD,2058.298816,"Salt Lake City, Murray, Millcreek, Sandy, Cottonwood Heights, Holladay",Salt Lake
2800,Fixed Route Bus - Regular,220,January,2020,SAT,773.166667,"Salt Lake City, Murray, Millcreek, Sandy, Cottonwood Heights, Holladay",Salt Lake
2801,Fixed Route Bus - Regular,227,January,2019,WKD,131.384359,"Taylorsville, West Jordan, West Valley City",Salt Lake
2802,Fixed Route Bus - Regular,227,February,2019,WKD,140.951135,"Taylorsville, West Jordan, West Valley City",Salt Lake
2803,Fixed Route Bus - Regular,227,March,2019,WKD,149.825188,"Taylorsville, West Jordan, West Valley City",Salt Lake
2804,Fixed Route Bus - Regular,227,April,2019,WKD,156.332332,"Taylorsville, West Jordan, West Valley City",Salt Lake
2805,Fixed Route Bus - Regular,227,May,2019,WKD,143.147602,"Taylorsville, West Jordan, West Valley City",Salt Lake
2806,Fixed Route Bus - Regular,227,June,2019,WKD,137.040385,"Taylorsville, West Jordan, West Valley City",Salt Lake
2807,Fixed Route Bus - Regular,227,July,2019,WKD,142.073629,"Taylorsville, West Jordan, West Valley City",Salt Lake
2808,Fixed Route Bus - Regular,227,August,2019,WKD,151.236734,"Taylorsville, West Jordan, West Valley City",Salt Lake
2809,Fixed Route Bus - Regular,227,September,2019,WKD,164.658209,"Taylorsville, West Jordan, West Valley City",Salt Lake
2810,Fixed Route Bus - Regular,227,October,2019,WKD,152.583873,"Taylorsville, West Jordan, West Valley City",Salt Lake
2811,Fixed Route Bus - Regular,227,November,2019,WKD,141.787679,"Taylorsville, West Jordan, West Valley City",Salt Lake
2812,Fixed Route Bus - Regular,227,December,2019,WKD,114.769708,"Taylorsville, West Jordan, West Valley City",Salt Lake
2813,Fixed Route Bus - Regular,227,January,2020,WKD,135.640947,"Taylorsville, West Jordan, West Valley City",Salt Lake
2814,Fixed Route Bus - Regular,227,February,2020,SAT,0,"Taylorsville, West Jordan, West Valley City",Salt Lake
2815,Fixed Route Bus - Regular,227,February,2020,SUN,0,"Taylorsville, West Jordan, West Valley City",Salt Lake
2816,Fixed Route Bus - Regular,227,February,2020,WKD,148.694358,"Taylorsville, West Jordan, West Valley City",Salt Lake
2817,Fixed Route Bus - Regular,227,March,2020,WKD,104.708184,"Taylorsville, West Jordan, West Valley City",Salt Lake
2818,Fixed Route Bus - Regular,227,April,2020,WKD,53.068182,"Taylorsville, West Jordan, West Valley City",Salt Lake
2819,Fixed Route Bus - Regular,227,May,2020,WKD,60.890058,"Taylorsville, West Jordan, West Valley City",Salt Lake
2820,Fixed Route Bus - Regular,227,June,2020,WKD,58.090909,"Taylorsville, West Jordan, West Valley City",Salt Lake
2821,Fixed Route Bus - Regular,227,July,2020,WKD,65.531746,"Taylorsville, West Jordan, West Valley City",Salt Lake
2822,Fixed Route Bus - Regular,227,August,2020,WKD,72.466667,"Taylorsville, West Jordan, West Valley City",Salt Lake
2823,Fixed Route Bus - Regular,227,September,2020,WKD,80.384921,"Taylorsville, West Jordan, West Valley City",Salt Lake
2824,Fixed Route Bus - Regular,227,October,2020,WKD,76.883117,"Taylorsville, West Jordan, West Valley City",Salt Lake
2825,Fixed Route Bus - Regular,227,November,2020,WKD,62.479876,"Taylorsville, West Jordan, West Valley City",Salt Lake
2826,Fixed Route Bus - Regular,227,December,2020,WKD,66.182141,"Taylorsville, West Jordan, West Valley City",Salt Lake
2827,Fixed Route Bus - Regular,227,January,2021,WKD,73.398349,"Taylorsville, West Jordan, West Valley City",Salt Lake
2828,Fixed Route Bus - Regular,227,February,2021,WKD,73.683716,"Taylorsville, West Jordan, West Valley City",Salt Lake
2829,Fixed Route Bus - Regular,227,March,2021,WKD,71.710259,"Taylorsville, West Jordan, West Valley City",Salt Lake
2830,Fixed Route Bus - Regular,227,April,2021,WKD,64.572635,"Taylorsville, West Jordan, West Valley City",Salt Lake
2831,Fixed Route Bus - Regular,227,May,2021,WKD,72.463291,"Taylorsville, West Jordan, West Valley City",Salt Lake
2832,Fixed Route Bus - Regular,227,June,2021,WKD,67.451751,"Taylorsville, West Jordan, West Valley City",Salt Lake
2833,Fixed Route Bus - Regular,227,July,2021,WKD,73.153423,"Taylorsville, West Jordan, West Valley City",Salt Lake
2834,Fixed Route Bus - Regular,227,August,2021,WKD,79.155736,"Taylorsville, West Jordan, West Valley City",Salt Lake
2835,Fixed Route Bus - Regular,227,September,2021,WKD,84.618246,"Taylorsville, West Jordan, West Valley City",Salt Lake
2836,Fixed Route Bus - Regular,227,October,2021,WKD,69.665727,"Taylorsville, West Jordan, West Valley City",Salt Lake
2837,Fixed Route Bus - Regular,227,November,2021,WKD,73.223684,"Taylorsville, West Jordan, West Valley City",Salt Lake
2838,Fixed Route Bus - Regular,227,December,2021,WKD,62.540507,"Taylorsville, West Jordan, West Valley City",Salt Lake
2839,Fixed Route Bus - Regular,227,January,2022,WKD,70.128311,"Taylorsville, West Jordan, West Valley City",Salt Lake
2840,Fixed Route Bus - Regular,227,February,2022,WKD,81.503289,"Taylorsville, West Jordan, West Valley City",Salt Lake
2841,Fixed Route Bus - Regular,227,March,2022,WKD,84.504141,"Taylorsville, West Jordan, West Valley City",Salt Lake
2842,Fixed Route Bus - Regular,227,April,2022,WKD,80.727513,"Taylorsville, West Jordan, West Valley City",Salt Lake
2843,Fixed Route Bus - Regular,227,May,2022,WKD,85.710284,"Taylorsville, West Jordan, West Valley City",Salt Lake
2844,Fixed Route Bus - Regular,227,June,2022,WKD,79.183214,"Taylorsville, West Jordan, West Valley City",Salt Lake
2845,Fixed Route Bus - Regular,227,July,2022,WKD,87.392794,"Taylorsville, West Jordan, West Valley City",Salt Lake
2846,Fixed Route Bus - Regular,227,August,2022,WKD,90.420901,"Taylorsville, West Jordan, West Valley City",Salt Lake
2847,Fixed Route Bus - Regular,227,September,2022,WKD,104.902673,"Taylorsville, West Jordan, West Valley City",Salt Lake
2848,Fixed Route Bus - Regular,227,October,2022,WKD,95.357458,"Taylorsville, West Jordan, West Valley City",Salt Lake
2849,Fixed Route Bus - Regular,228,January,2017,WKD,714.837011,"Salt Lake City, Millcreek, Holladay",Salt Lake
2850,Fixed Route Bus - Regular,228,February,2017,WKD,777.941409,"Salt Lake City, Millcreek, Holladay",Salt Lake
2851,Fixed Route Bus - Regular,228,March,2017,WKD,704.90225,"Salt Lake City, Millcreek, Holladay",Salt Lake
2852,Fixed Route Bus - Regular,240,September,2018,SUN,215.533333,"Taylorsville, West Jordan, West Valley City",Salt Lake
2853,Fixed Route Bus - Regular,223,December,2020,WKD,82.961039,"Salt Lake City, Millcreek, Cottonwood Heights, Holladay",Salt Lake
2854,Fixed Route Bus - Regular,220,October,2022,WKD,1268.380719,"Salt Lake City, Murray, Millcreek, Sandy, Cottonwood Heights, Holladay",Salt Lake
2855,Fixed Route Bus - Regular,232,July,2018,WKD,127.181046,"West Valley City, West Jordan, Taylorsville",Salt Lake
2856,Fixed Route Bus - Regular,232,August,2018,WKD,153.619207,"West Valley City, West Jordan, Taylorsville",Salt Lake
2857,Fixed Route Bus - Regular,232,September,2018,WKD,187.02325,"West Valley City, West Jordan, Taylorsville",Salt Lake
2858,Fixed Route Bus - Regular,232,October,2018,WKD,174.143652,"West Valley City, West Jordan, Taylorsville",Salt Lake
2859,Fixed Route Bus - Regular,232,November,2018,WKD,178.280775,"West Valley City, West Jordan, Taylorsville",Salt Lake
2860,Fixed Route Bus - Regular,232,December,2018,WKD,134.623977,"West Valley City, West Jordan, Taylorsville",Salt Lake
2861,Fixed Route Bus - Regular,232,January,2019,WKD,141.710904,"West Valley City, West Jordan, Taylorsville",Salt Lake
2862,Fixed Route Bus - Regular,232,February,2019,WKD,139.825303,"West Valley City, West Jordan, Taylorsville",Salt Lake
2863,Fixed Route Bus - Regular,232,March,2019,WKD,138.592272,"West Valley City, West Jordan, Taylorsville",Salt Lake
2864,Fixed Route Bus - Regular,232,April,2019,WKD,143.885417,"West Valley City, West Jordan, Taylorsville",Salt Lake
2865,Fixed Route Bus - Regular,232,May,2019,WKD,135.429539,"West Valley City, West Jordan, Taylorsville",Salt Lake
2866,Fixed Route Bus - Regular,232,June,2019,WKD,135.337014,"West Valley City, West Jordan, Taylorsville",Salt Lake
2867,Fixed Route Bus - Regular,232,July,2019,WKD,136.600611,"West Valley City, West Jordan, Taylorsville",Salt Lake
2868,Fixed Route Bus - Regular,223,January,2017,WKD,117.502632,"Salt Lake City, Millcreek, Cottonwood Heights, Holladay",Salt Lake
2869,Fixed Route Bus - Regular,232,August,2019,WKD,146.418802,"West Valley City, West Jordan, Taylorsville",Salt Lake
2870,Fixed Route Bus - Regular,228,April,2017,WKD,694.214986,"Salt Lake City, Millcreek, Holladay",Salt Lake
2871,Fixed Route Bus - Regular,223,February,2017,WKD,124.105263,"Salt Lake City, Millcreek, Cottonwood Heights, Holladay",Salt Lake
2872,Fixed Route Bus - Regular,223,January,2021,WKD,100.235007,"Salt Lake City, Millcreek, Cottonwood Heights, Holladay",Salt Lake
2873,Fixed Route Bus - Regular,223,February,2021,WKD,106.360126,"Salt Lake City, Millcreek, Cottonwood Heights, Holladay",Salt Lake
2874,Fixed Route Bus - Regular,223,March,2021,WKD,115.047007,"Salt Lake City, Millcreek, Cottonwood Heights, Holladay",Salt Lake
